Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-12-23,Black Christmas,2019,https://boxd.it/1wJmV5,2.5,,"telecine play, gabra",2020-12-22
2021-01-03,The Royal Tenenbaums,2001,https://boxd.it/1yHD0f,3.5,,"kosmi, filipe",2021-01-02
2021-01-14,Cursed,2005,https://boxd.it/1Apfud,5,Yes,"caracal, online, filipe",2021-01-13
2021-02-09,Framing Britney Spears,2021,https://boxd.it/1EfMxl,4,,"vimeo, luc, chris, arthur",2021-02-07
2021-03-04,Making Waves: The Art of Cinematic Sound,2019,https://boxd.it/1HsClR,3.5,,"caracal, online, maryy, mina, reny",2021-03-03
2021-03-21,I Care a Lot,2020,https://boxd.it/1JIBJX,2.5,,"netflix, filipe",2021-03-20
2021-03-21,Wrong Turn,2021,https://boxd.it/1JLLEf,1,,"online, odilio",2021-03-20
2021-04-01,The Boy Next Door,2015,https://boxd.it/1LcpFD,2,,tv,2021-03-31
2021-04-05,Primer,2004,https://boxd.it/1LN0Zd,3.5,,"theo, tv, online",2021-04-03
2021-05-04,A Vida Depois do Tombo,2021,https://boxd.it/1Q3DRb,4,,"globoplay, chris",2021-05-02
2021-05-06,Carta aberta à Gilberto Nogueira (...),2021,,5,,online,2021-05-05
2021-05-14,Lucy,2014,https://boxd.it/1RoSWL,5,Yes,tv,2021-05-14
2021-05-30,Friends: The Reunion,2021,https://boxd.it/1TwaKF,4,,"online, bro",2021-05-30
2021-06-01,Lucy,2014,https://boxd.it/1TPC0N,5,Yes,tv,2021-06-01
2021-06-04,iCarly: iGo to Japan,2008,https://boxd.it/1U7Pxh,4,Yes,,2021-06-03
2021-06-04,Clouds,2020,https://boxd.it/1U9vDj,3,,"disney+, theo",2021-06-03
2021-06-06,iParty with Victorious,2011,https://boxd.it/1Ut88d,5,,"paramount+, clara, theo, discord",2021-06-05
2021-06-09,Escape Room,2019,https://boxd.it/1USVfd,3.5,Yes,"discord, amazon prime",2021-06-08
2021-06-12,Spiral: From the Book of Saw,2021,https://boxd.it/1VdiMp,2,,"odilio, online",2021-06-11
2021-06-24,Sleeping Beauty,1959,https://boxd.it/1WHNRp,3.5,,"disney+, theo",2021-06-23
2021-06-28,Escape to Witch Mountain,1975,https://boxd.it/1Xg4vX,3.5,,"disney+, theo",2021-06-27
2021-07-03,Return from Witch Mountain,1978,https://boxd.it/1XS6yP,2,,"disney+, theo",2021-07-02
2021-07-08,Harper's Island,2009,https://boxd.it/1YIznZ,4.5,,"caracal, online",2021-07-04
2021-07-07,3 Men and a Baby,1987,https://boxd.it/1YziBx,3.5,,"disney+, theo",2021-07-06
2021-07-11,The Little Mermaid,1989,https://boxd.it/1Z5Wq9,4.5,Yes,"disney+, theo",2021-07-10
2021-07-12,Fear Street: 1994,2021,https://boxd.it/1ZfYMr,2.5,,"netflix, leo, lorena",2021-07-11
2021-07-13,Fear Street: 1978,2021,https://boxd.it/1ZsjZP,3.5,,"netflix, gabra, lorena, pedro, leo",2021-07-12
2021-07-18,Fear Street: 1666,2021,https://boxd.it/208xQB,3,,"netflix, lorena, leo, pedro",2021-07-17
2021-07-20,The Parent Trap,1998,https://boxd.it/20tqFD,4.5,,"disney+, theo, clara",2021-07-19
2021-08-13,3 Men and a Little Lady,1990,https://boxd.it/241gY1,2,,"disney+, theo",2021-08-10
2021-08-23,10 Things I Hate About You,1999,https://boxd.it/25qFK3,4,,"disney+, theo",2021-08-22
2021-08-27,Zenon: Girl of the 21st Century,1999,https://boxd.it/25ZIjJ,3,,"theo, disney+",2021-08-26
2021-09-03,Stormbreaker,2006,https://boxd.it/26Xzv7,3.5,,"amazon prime, theo",2021-09-02
2021-09-20,Zenon: The Zequel,2001,https://boxd.it/29iKwF,2,,"disney+, theo",2021-09-18
2021-09-23,Malignant,2021,https://boxd.it/29JZYt,5,,movie theater,2021-09-22
2021-10-03,Escape Room: Tournament of Champions,2021,https://boxd.it/2b0HgV,3,,"movie theater, theo",2021-09-27
2021-10-02,Girl on the Third Floor,2019,https://boxd.it/2aVsGz,3.5,,"netflix, vic, odilio",2021-10-01
2021-10-03,Escape Room: Tournament of Champions,2021,https://boxd.it/2b0OfF,3.5,Yes,"online, discord, theo",2021-10-02
2021-10-04,The Wolf House,2018,https://boxd.it/2biVUh,3.5,,"shudder, caracal, odilio",2021-10-03
2021-10-05,Villains,2019,https://boxd.it/2bqt0B,3.5,,"prime video, odilio",2021-10-04
2021-10-07,The Haunting of Molly Hartley,2008,https://boxd.it/2bEml1,3,,"online, caracal, odilio",2021-10-04
2021-10-07,Leprechaun,1993,https://boxd.it/2bEnG5,2,,"prime video, odilio",2021-10-05
2021-10-07,Zombeavers,2014,https://boxd.it/2bJqMZ,3,,"youtube, odilio",2021-10-06
2021-10-09,Hello Mary Lou: Prom Night II,1987,https://boxd.it/2c0mxF,4.5,,"shudder, caracal, odilio",2021-10-08
2021-10-10,Pontypool,2008,https://boxd.it/2c8Ayt,3.5,,"online, odilio",2021-10-09
2021-10-10,Curtains,1983,https://boxd.it/2c9UdR,4.5,,"vic, online",2021-10-09
2021-10-11,Happy Death Day,2017,https://boxd.it/2cfguF,4,Yes,tv,2021-10-10
2021-10-12,Suicide Club,2001,https://boxd.it/2cw6WX,3,,"online, odilio",2021-10-11
2021-10-13,Squid Game,2021,https://boxd.it/2cBoM7,3.5,Yes,"netflix, theo",2021-10-12
2021-10-13,Prince of Darkness,1987,https://boxd.it/2cFGGT,3,,"online, odilio",2021-10-12
2021-10-14,The Night House,2020,https://boxd.it/2cNWm7,4.5,,movie theater,2021-10-13
2021-10-15,Pulse,2001,https://boxd.it/2cTH8B,4,,"online, odilio",2021-10-13
2021-10-15,Cure,1997,https://boxd.it/2cWyOp,3,,"online, odilio",2021-10-14
2021-10-16,April Fool's Day,1986,https://boxd.it/2d4h4P,3.5,,"online, odilio",2021-10-15
2021-10-17,Cherry Falls,2000,https://boxd.it/2dfQFj,4,,"online, odilio",2021-10-16
2021-10-18,I Know What You Did Last Summer,1997,https://boxd.it/2dkX4J,4,Yes,"hbo max, tv",2021-10-17
2021-10-18,I Still Know What You Did Last Summer,1998,https://boxd.it/2dpw19,2.5,Yes,online,2021-10-17
2021-10-18,The Lodge,2019,https://boxd.it/2drqzN,4.5,,"online, odilio",2021-10-17
2021-10-19,I'll Always Know What You Did Last Summer,2006,https://boxd.it/2dzfYD,2,,online,2021-10-18
2021-10-19,Silent Madness,1984,https://boxd.it/2dA44B,1,,"online, odilio",2021-10-18
2021-10-22,The Midnight Meat Train,2008,https://boxd.it/2e1f2l,3.5,,"online, odilio",2021-10-20
2021-10-23,Thesis,1996,https://boxd.it/2e7OwR,4,,"online, odilio",2021-10-21
2021-10-24,Tucker and Dale vs. Evil,2010,https://boxd.it/2el05z,2.5,,"online, odilio",2021-10-22
2021-10-24,The Ring,2002,https://boxd.it/2elxDT,5,Yes,"online, odilio",2021-10-23
2021-10-25,Eyes of a Stranger,1981,https://boxd.it/2ev6tn,2,,"online, odilio",2021-10-24
2021-10-25,Lake Mungo,2008,https://boxd.it/2exzXb,4.5,,"online, odilio",2021-10-24
2021-10-26,Hellbent,2004,https://boxd.it/2eH9xB,3,,"online, odilio",2021-10-25
2021-10-27,Martyrs,2008,https://boxd.it/2eQeFj,0.5,,"online, odilio",2021-10-26
2021-10-29,Dune,2021,https://boxd.it/2f5Kbl,3.5,,"movie theater, theo, clara, paula, kevin, tonho",2021-10-27
2021-10-29,Boogeyman,2005,https://boxd.it/2f7Kyj,2,,"prime video, odilio",2021-10-28
2021-10-29,Gonjiam: Haunted Asylum,2018,https://boxd.it/2f8bQz,1.5,,"online, odilio",2021-10-28
2021-10-30,Murder by Phone,1982,https://boxd.it/2fgsqT,3,,"online, odilio",2021-10-29
2021-10-30,The Last House on the Left,2009,https://boxd.it/2fhEj3,3.5,,"online, odilio",2021-10-29
2021-11-02,Black Christmas,2006,https://boxd.it/2fNKiz,3.5,,"online, odilio",2021-10-31
2021-11-03,The Haunting,1963,https://boxd.it/2fVzG7,3.5,,"online, odilio",2021-11-01
2021-11-03,The ABCs of Death,2012,https://boxd.it/2g1tP5,3,,"online, odilio",2021-11-02
2021-11-07,Antlers,2021,https://boxd.it/2gu1Ff,3.5,,"movie theater, yuri",2021-11-05
2021-11-16,Tudo Bem,2020,https://boxd.it/2i3lFj,3.5,,"yuri, youtube",2021-11-15
2021-11-16,Scream,1996,https://boxd.it/2i3lQ7,5,Yes,"prime video, tv, yuri",2021-11-15
2021-11-22,Ice Princess,2005,https://boxd.it/2iW2VR,5,Yes,"disney+, theo",2021-11-21
2021-11-27,Last Night in Soho,2021,https://boxd.it/2jA3nr,2.5,,"yuri, movie theater",2021-11-24
2021-11-28,Freaky Friday,2003,https://boxd.it/2jPsnh,5,Yes,"disney+, theo",2021-11-27
2021-12-08,Cheaper by the Dozen,2003,https://boxd.it/2ljIb1,3,Yes,"theo, disney+",2021-12-07
2021-12-12,Stuck in the Suburbs,2004,https://boxd.it/2lUxwr,3.5,Yes,"disney+, theo",2021-12-11
2021-12-19,Chicken Run,2000,https://boxd.it/2n2JjT,4,Yes,"tv, yuri",2021-12-18
2021-12-21,Scream 2,1997,https://boxd.it/2noXK9,4.5,Yes,"tv, yuri",2021-12-20
2021-12-21,Shrek,2001,https://boxd.it/2noYtD,4.5,Yes,"yuri, tv",2021-12-20
2021-12-24,Scream 3,2000,https://boxd.it/2nZHOD,4,Yes,"yuri, tv",2021-12-21
2021-12-24,Scream 4,2011,https://boxd.it/2nZI2Z,5,Yes,"yuri, tv, prime video",2021-12-23
2021-12-25,Shrek 2,2004,https://boxd.it/2ocsdD,4.5,Yes,"yuri, tv, netflix",2021-12-24
2022-01-02,Bratz,2007,https://boxd.it/2qkBOH,5,Yes,"tv, yuri",2022-01-01
2022-01-09,Triangle,2009,https://boxd.it/2smPhT,5,Yes,"celo, bae, vic, prime video",2022-01-08
2022-01-14,Scream,2022,https://boxd.it/2tEFQf,5,,movie theater,2022-01-13
2022-01-15,Scream,2022,https://boxd.it/2tRHK5,5,Yes,"movie theater, clara, mika, kevin, yuri, alberto",2022-01-14
2022-01-16,Mary and the Witch's Flower,2017,https://boxd.it/2u94Mx,3,,"yuri, hbo max",2022-01-15
2022-01-17,Looks That Kill,2020,https://boxd.it/2ulnkr,3,,"hbo max, yuri",2022-01-16
2022-01-23,Spell,2020,https://boxd.it/2vBBdZ,1.5,,"hulu, dissecting",2022-01-22
2022-01-24,Happy as Lazzaro,2018,https://boxd.it/2vRM63,1,,"netflix, yuri, dissecting",2022-01-23
2022-01-24,Dallas Buyers Club,2013,https://boxd.it/2vYwEn,0.5,,"star+, dissecting",2022-01-23
2022-01-26,Cheaper by the Dozen 2,2005,https://boxd.it/2wjMzF,4,Yes,"disney+, theo, tv",2022-01-25
2022-01-28,The Fallout,2021,https://boxd.it/2wJG5V,3.5,,"yuri, hbo max",2022-01-27
2022-01-30,Twitches,2005,https://boxd.it/2wZp0L,4,Yes,"disney+, tv, theo",2022-01-28
2022-02-01,The Woman in the House Across the Street from the Girl in the Window,2022,https://boxd.it/2xvKbf,2.5,,netflix,2022-01-28
2022-01-31,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/2xgH4v,3,,"prime video, yuri, dissecting",2022-01-29
2022-01-31,Mother,2009,https://boxd.it/2xiuRN,4,,"online, dissecting",2022-01-30
2022-01-31,Ai Que Vida!,2008,https://boxd.it/2xm6at,4,,"youtube, yuri, dissecting",2022-01-30
2022-02-01,Wendy Wu: Homecoming Warrior,2006,https://boxd.it/2xuKOp,2.5,,"disney+, tv, theo",2022-01-31
2022-02-03,Scream,2022,https://boxd.it/2xSMG1,5,Yes,"movie theater, pascoal",2022-02-02
